#easy_tsv
#k: 0.032 
#R: 3400.0 
#displacement [nm] 	 #force [nN] 
0.0	-4.3841477282671226e-05
1.0000475343831496	-0.00010411207970449922
2.0000950687662993	-0.0001643826821263272
3.0001426031494494	-0.00022465328454815523
4.0001901375325986	-0.00010992667408361272
5.000237671915748	5.301910368338503e-06
6.000285206298899	0.00012053049482028982
7.0003327406820475	0.00010625016832746707
8.000380275065197	9.122472002109672e-05
9.000427809448347	7.619927171472638e-05
10.000475343831496	2.1138009166776614e-05
11.000522878214646	-3.426976571297319e-05
12.000570412597797	-8.96775405927231e-05
13.000617946980945	-5.607901917144933e-05
14.000665481364095	-2.1450386204616982e-05
15.000713015747243	1.3178246762215318e-05
16.000760550130394	-2.8887926049000276e-05
17.000808084513544	-7.206684958239003e-05
18.000855618896693	-0.00011524577311577967
19.000903153279843	-3.040540473940797e-05
20.000950687662993	5.667033998376243e-05
21.000998222046142	0.0001437460847069331
22.001045756429292	0.00015823679518369674
23.00109329081244	0.00017124452722451847
24.001140825195595	0.00018425225926534016
25.00118835957874	0.00019564198635590587
26.00123589396189	0.00020699382306546313
27.00128342834504	0.00021834565977502031
28.00133096272819	0.00012233392103609876
29.00137849711134	2.34853623910567e-05
30.001426031494486	-7.536319625398537e-05
31.001473565877642	-7.422802992543304e-05
32.00152110026079	-7.014885890984793e-05
33.00156863464394	-6.606968789426283e-05
34.00161616902709	4.353467986142095e-06
35.00166370341024	7.693180651729987e-05
36.00171123779339	0.0001495101450484577
37.00175877217654	7.910334719603237e-05
38.001806306559686	3.614411609458831e-06
39.001853840942836	-7.187452397711419e-05
40.001901375325986	-6.888934489660678e-05
41.00194890970914	-6.287353995262193e-05
42.001996444092285	-5.685773500863711e-05
43.002043978475434	-7.053923204659647e-05
44.002091512858584	-8.504238392287238e-05
45.002139047241734	-9.954553579914839e-05
46.00218658162488	-3.2884918720200575e-05
47.00223411600803	3.74140447886227e-05
48.00228165039119	0.00010771300829744642
49.00232918477433	7.732576964623698e-05
50.00237671915748	4.210971840587465e-05
51.00242425354063	6.893667165512307e-06
52.00247178792378	2.6673566926386503e-07
53.00251932230693	-4.899015422857858e-06
54.00256685669008	-1.0064766514979582e-05
55.00261439107323	-1.426420422458211e-05
56.00266192545638	-1.8411191113820865e-05
57.00270945983953	-2.2558178003059595e-05
58.00275699422268	-1.6467609413761333e-05
59.002804528605836	-9.788707760481729e-06
60.00285206298897	-3.1098061072022106e-06
61.00289959737213	2.666030203534555e-05
62.002947131755285	5.783149872045915e-05
63.00299466613842	8.900269540557235e-05
64.00304220052158	0.00011801299647700116
65.00308973490473	0.00014688520774381315
66.00313726928788	0.00017575741901062477
67.00318480367103	0.000167893035701955
68.00323233805418	0.00015756174014236655
69.00327987243732	0.00014723044458277824
70.00332740682047	8.87787180218805e-05
71.00337494120362	2.6938416407140216e-05
72.00342247558677	-3.4901885207600895e-05
73.00347000996993	2.33121055024377e-06
74.00351754435307	4.6866608015353676e-05
75.00356507873623	9.140200548046416e-05
