#easy_tsv
#k: 0.032 
#R: 3400.0 
#displacement [nm] 	 #force [nN] 
0.0	0.00013409017768970747
1.0000475343831496	8.595274394504463e-05
2.0000950687662993	3.781531020038178e-05
3.0001426031494494	-1.032212354428106e-05
4.0001901375325986	3.372375157471693e-05
5.000237671915748	7.803405160860124e-05
6.000285206298899	0.0001223443516424856
7.0003327406820475	0.00013570105834619304
8.000380275065197	0.00014887967539236466
9.000427809448347	0.00016205829243853625
10.000475343831496	7.691260922209048e-05
11.000522878214646	-9.084076607940789e-06
12.000570412597797	-9.508076243797223e-05
13.000617946980945	-9.683152553372619e-05
14.000665481364095	-9.760727111632232e-05
15.000713015747243	-9.838301669891842e-05
16.000760550130394	-7.625413134301404e-05
17.000808084513544	-5.3792926942040177e-05
18.000855618896693	-3.133172254106639e-05
19.000903153279843	-2.827468767300379e-05
20.000950687662993	-2.5556473782280464e-05
21.000998222046142	-2.283825989155713e-05
22.001045756429292	-3.6749981610383502e-06
23.00109329081244	1.58242508921793e-05
24.001140825195595	3.5323499945396944e-05
25.00118835957874	4.015862787369602e-05
26.00123589396189	4.465035194745799e-05
27.00128342834504	4.9142076021219936e-05
28.00133096272819	-8.326850262590339e-06
29.00137849711134	-6.743293519724007e-05
30.001426031494486	-0.00012653902013188984
31.001473565877642	-5.704694301074809e-05
32.00152110026079	1.6231686291120986e-05
33.00156863464394	8.951031559299004e-05
34.00161616902709	0.00011606332129802472
35.00166370341024	0.00014109844631611046
36.00171123779339	0.0001661335713341962
37.00175877217654	8.303272569533378e-05
38.001806306559686	-3.9116096291988275e-06
39.001853840942836	-9.085594495373085e-05
40.001901375325986	-9.632219989584105e-05
41.00194890970914	-9.864181751988742e-05
42.001996444092285	-0.00010096143514393377
43.002043978475434	-0.00010538095548314868
44.002091512858584	-0.00010988807133303272
45.002139047241734	-0.00011439518718291677
46.00218658162488	-7.948831155900095e-05
47.00223411600803	-4.281461612112415e-05
48.00228165039119	-6.1409206832470944e-06
49.00232918477433	-2.2057443274426367e-05
50.00237671915748	-4.049614170933613e-05
51.00242425354063	-5.89348401442459e-05
52.00247178792378	-6.506014494855759e-06
53.00251932230693	4.954482674675152e-05
54.00256685669008	0.00010559566798835881
55.00261439107323	5.856650319750591e-05
56.00266192545638	5.942227154635627e-06
57.00270945983953	-4.6682048888234286e-05
58.00275699422268	6.3365342562784485e-06
59.002804528605836	6.542621388117324e-05
60.00285206298897	0.0001245158935060672
61.00289959737213	9.753142580442607e-05
62.002947131755285	6.532429891923892e-05
63.00299466613842	3.3117172034052194e-05
64.00304220052158	1.2273304769726206e-05
65.00308973490473	-7.844405112948597e-06
66.00313726928788	-2.7962114995623136e-05
67.00318480367103	-1.8252198966653795e-05
68.00323233805418	-6.5393173218578045e-06
69.00327987243732	5.173564322938028e-06
70.00332740682047	1.9567334173642684e-05
71.00337494120362	3.414988851167723e-05
72.00342247558677	4.8732442849711966e-05
73.00347000996993	-1.0912181456073015e-05
74.00351754435307	-7.60277926030359e-05
75.00356507873623	-0.00014114340374999965
76.00361261311937	-0.00010452308075745807
77.00366014750252	-6.0067709659950006e-05
78.00370768188567	-1.561233856244136e-05
79.00375521626883	2.2764612328583865e-05
80.00380275065197	6.0653213123954665e-05
81.00385028503513	9.854181391932596e-05
82.00389781941828	9.134838622276602e-05
83.00394535380141	8.038203070299417e-05
84.00399288818457	6.94156751832222e-05
85.00404042256771	3.660199341721767e-05
86.00408795695087	1.8862882474156377e-06
87.00413549133403	-3.282941692238639e-05
88.00418302571717	-2.4777196415007092e-05
89.00423056010032	-1.285660452734446e-05
90.00427809448347	-9.36012639681829e-07
91.00432562886661	-2.6117258569995626e-05
92.00437316324977	-5.4780957991555625e-05
93.00442069763292	-8.344465741311563e-05
94.00446823201607	-0.00010311112319520543
95.00451576639922	-0.0001219022016365025
96.00456330078238	-0.00014069328007779958
97.00461083516551	-9.674340563776828e-05
98.00465836954866	-4.6472384659424096e-05
99.00470590393181	3.798636318919437e-06
100.00475343831496	-1.96756745242413e-05
101.00480097269812	-5.083620426779411e-05
102.00484850708126	-8.199673401134651e-05
103.00489604146442	-0.00010767256282572782
104.00494357584756	-0.00013275755151622343
105.0049911102307	-0.0001578425402067187
106.00503864461386	-0.00018929167249342427
107.00508617899702	-0.00022144879021616395
108.00513371338016	-0.0002536059079389032
109.00518124776332	-0.00019127397786392105
110.00522878214646	-0.00011809571645286782
111.00527631652962	-4.49174550418136e-05
112.00532385091276	-2.5690470292958768e-05
113.0053713852959	-1.2848903721237175e-05
114.00541891967906	-7.3371495154117755e-09
115.00546645406222	2.534692691688238e-06
116.00551398844536	3.820754385010254e-06
117.00556152282851	5.1068160783322885e-06
118.00560905721167	-5.240494762870206e-05
119.0056565915948	-0.0001172991377364934
120.00570412597794	-0.00018219332784428474
121.00575166036111	-0.00017753557438996003
122.00579919474426	-0.0001638923067510175
123.0058467291274	-0.00015024903911207494
124.00589426351057	-6.279244921590241e-05
125.00594179789371	3.4470261278380205e-05
126.00598933227684	0.00013173297177266285
127.00603686666001	9.451156411318886e-05
128.00608440104315	3.892864541131559e-05
129.0061319354263	-1.665427329055768e-05
130.00617946980947	-4.1371508002411154e-05
131.0062270041926	-6.176015137075474e-05
132.00627453857575	-8.214879473909833e-05
133.0063220729589	-5.1127556485816615e-05
134.00636960734207	-1.2704810066248454e-05
135.0064171417252	2.5717936353319714e-05
136.00646467610835	6.011739963494586e-05
137.0065122104915	9.392251955038893e-05
138.00655974487464	0.00012772763946583202
139.00660727925782	0.00012303704279264786
140.00665481364095	0.00011251410931388868
141.0067023480241	0.00010199117583512953
142.00674988240723	2.272225430776266e-05
143.00679741679042	-6.722369394576395e-05
144.00684495117355	-0.00015716964219928819
145.00689248555668	-0.00011126063082920387
146.00694001993986	-4.373143727848998e-05
147.006987554323	2.37977562722221e-05
148.00703508870615	3.707015316262455e-05
149.0070826230893	4.14988273301991e-05
150.00713015747246	4.592750149777354e-05
151.0071776918556	-6.476532201245315e-06
152.00722522623875	-6.836475755968263e-05
153.0072727606219	-0.0001302529829181183
154.00732029500503	-0.0001410852398865349
155.00736782938822	-0.00014319781619192364
156.00741536377134	-0.00014531039249731232
157.0074628981545	-0.00014367810088936203
158.00751043253766	-0.00014139150385502803
159.00755796692079	-0.0001391049068206941
160.00760550130394	-0.0001149117131374922
161.0076530356871	-8.68042281138874e-05
162.00770057007026	-5.8696743090283366e-05
163.00774810445338	2.2485626929499158e-05
164.00779563883657	0.00011336308626733829
165.0078431732197	0.00020424054560517504
166.00789070760283	0.00016925352871573267
167.00793824198598	0.00011076983453563981
168.00798577636914	5.2286140355545403e-05
169.0080333107523	5.392784639724353e-06
170.00808084513542	-3.929001602049019e-05
171.0081283795186	-8.39728166807059e-05
172.00817591390174	-6.811208646251319e-05
173.00822344828487	-4.0457891061893124e-05
174.00827098266805	-1.2803695661272325e-05
175.00831851705118	-9.830434139797997e-06
176.00836605143434	-1.1765970160220566e-05
177.0084135858175	-1.3701506180643189e-05
178.00846112020065	5.138972469376621e-06
179.00850865458378	2.819730577586019e-05
180.00855618896693	5.125563908234436e-05
181.0086037233501	1.6326212233537106e-05
182.00865125773322	-3.061650289204313e-05
183.0086987921164	-7.755921801762459e-05
184.00874632649953	-2.680756048376293e-05
185.0087938608827	4.4591994503050095e-05
186.00884139526585	0.00011599154948986501
187.00888892964898	0.00011861812308278247
188.00893646403213	0.00010641974306617001
189.0089839984153	9.422136304955722e-05
190.00903153279845	8.761397541565294e-05
191.00907906718157	8.223551411959283e-05
192.00912660156476	7.685705282353258e-05
193.0091741359479	9.334952294462157e-05
194.00922167033102	0.00011474273170265873
195.00926920471417	0.0001361359404606959
196.00931673909733	9.899262024023853e-05
197.0093642734805	4.848094954292149e-05
198.00941180786361	-2.030721154395561e-06
199.0094593422468	-3.5100340715704625e-05
200.00950687662993	-6.411106765266615e-05
201.00955441101308	-9.312179458962766e-05
202.00960194539624	-9.839123975425844e-05
203.00964947977937	-9.803236198711108e-05
204.00969701416253	-9.767348421996372e-05
205.00974454854568	-6.221634567269633e-05
206.00979208292884	-1.82843192720201e-05
207.00983961731197	2.564770712865612e-05
208.00988715169512	-1.7560265320487282e-05
209.00993468607828	-8.21947249698717e-05
210.0099822204614	-0.0001468291846192561
211.0100297548446	-0.00014523788363917582
212.01007728922772	-0.00012706752928464597
213.01012482361088	-0.00010889717493011611
214.01017235799404	-7.369257145991728e-05
215.0102198923772	-3.4147145447382915e-05
216.01026742676032	5.398280565151465e-06
217.01031496114348	-7.038017263327608e-06
218.01036249552664	-3.295572803607206e-05
219.01041002990976	-5.88734388088165e-05
220.01045756429292	-2.6878098872958844e-05
221.01050509867608	2.04005968863264e-05
222.01055263305923	6.767929264561038e-05
223.01060016744236	6.853275763500428e-05
224.01064770182552	5.692163050403362e-05
225.01069523620868	4.531050337306326e-05
226.0107427705918	3.964560755581939e-05
227.010790304975	3.5604666475102964e-05
228.01083783935812	3.1563725394386644e-05
229.01088537374127	-1.0906460240279856e-06
230.01093290812443	-4.169266704058545e-05
231.01098044250756	-8.229468805714184e-05
232.01102797689072	-5.5043014557618045e-05
233.01107551127387	-8.626308864556103e-06
234.01112304565703	3.77903968285046e-05
235.01117058004016	3.8417905343569225e-05
236.01121811442334	2.589622568957972e-05
237.01126564880647	1.3374546035590538e-05
238.0113131831896	-3.707465292536534e-05
239.01136071757279	-9.85958168890449e-05
240.01140825195588	-0.00016011698085272122
241.01145578633907	-0.0001294182117767121
242.01150332072223	-7.135631349036503e-05
243.01155085510536	-1.3294415204021045e-05
244.0115983894885	3.84009108825455e-05
245.01164592387167	8.817643943222053e-05
246.0116934582548	0.00013795196798189295
247.01174099263795	0.0001093200298350389
248.01178852702114	5.666351150692802e-05
249.01183606140424	4.0069931788199545e-06
250.01188359578742	1.824771641873903e-05
251.01193113017058	5.331399970692804e-05
252.01197866455368	8.838028299511518e-05
253.01202619893687	3.9071880857937514e-05
254.01207373332002	-3.6919468840885565e-05
255.01212126770315	-0.00011291081853970465
256.0121688020863	-9.283238764618302e-05
257.01221633646946	-4.189464800272082e-05
258.0122638708526	9.043091640738712e-06
259.0123114052358	1.2976973482668526e-05
260.01235893961893	1.576809903612795e-06
261.01240647400203	-9.823353675442325e-06
262.0124540083852	-2.1583156517322296e-05
263.0125015427684	-3.346210048853669e-05
264.0125490771515	-4.5341044459750455e-05
265.01259661153466	-3.228301364863872e-05
266.0126441459178	-1.0836978101055526e-05
267.0126916803009	1.0609057446526527e-05
268.01273921468413	1.4678593527366397e-05
269.0127867490673	1.2814126904960378e-05
270.0128342834504	1.0949660282554455e-05
271.01288181783355	4.232774562540887e-05
272.0129293522167	8.522979554660428e-05
273.01297688659986	0.00012813184546779744
274.013024420983	8.486298447378479e-05
275.0130719553662	1.1273147544781946e-05
276.0131194897493	-6.231668938421701e-05
277.0131670241325	-5.175193663360578e-05
278.01321455851564	-1.1134083805386874e-05
279.01326209289874	2.948376902282986e-05
280.0133096272819	3.108806963301447e-05
281.01335716166506	1.8553615054136243e-05
282.0134046960482	6.019160475258677e-06
283.01345223043137	2.2110766083018345e-05
284.01349976481447	4.872920746385407e-05
285.0135472991976	7.53476488446912e-05
286.01359483358084	0.00010169506099475548
287.01364236796394	0.00012794135002002415
288.0136899023471	0.00015418763904529419
289.01373743673025	0.00013470865341862415
290.01378497111335	9.792165020987432e-05
291.01383250549657	6.113464700112253e-05
292.0138800398797	5.408089817462943e-05
293.0139275742628	5.844408972361677e-05
294.013975108646	6.280728127260435e-05
295.01402264302914	2.9082865966607104e-05
296.0140701774123	-1.9475878090850922e-05
297.01411771179545	-6.803462214831153e-05
298.0141652461786	-2.632187867402485e-05
299.0142127805617	5.1050211074232265e-05
300.0142603149449	0.0001284223008224935
301.0143078493281	0.00013082597509410805
302.0143553837112	0.00010319640322672411
303.01440291809433	7.556683135933873e-05
304.0144504524775	3.7809831247565e-05
305.01449798686065	-4.061391812828146e-06
306.0145455212438	-4.5932614873223504e-05
307.01459305562696	-3.7609546031634884e-05
308.01464059001006	-8.610210091973533e-06
309.0146881243932	2.0389125847689343e-05
310.01473565877643	-1.558333097072994e-05
311.01478319315953	-7.869124506681673e-05
312.0148307275427	-0.00014179915916290683
313.01487826192584	-0.00010413379661611552
314.014925796309	-2.3798854004081175e-05
315.01497333069216	5.653608860795743e-05
316.0150208650753	2.4849815860097277e-05
317.0150683994584	-5.492050331647642e-05
318.01511593384157	-0.00013469082249305435
319.0151634682248	-0.0001273863740252152
320.0152110026079	-8.219506191042978e-05
321.01525853699104	-3.700374979564195e-05
322.0153060713742	-1.9041997286952113e-05
323.01535360575735	-1.3089089105884937e-05
324.0154011401405	-7.136180924817449e-06
325.01544867452367	-6.144119094263043e-06
326.01549620890677	-7.369488107239242e-06
327.0155437432899	-8.594857120215505e-06
328.01559127767314	-1.3000452813388206e-05
329.01563881205624	-1.8846691259830903e-05
330.0156863464394	-2.4692929706273905e-05
331.01573388082255	-2.1356515087226046e-05
332.01578141520565	-1.3804676516640814e-05
333.01582894958887	-6.2528379460551815e-06
334.01587648397197	2.0294475580029018e-05
335.0159240183551	5.567807522815085e-05
336.0159715527383	9.106167487627267e-05
337.01601908712144	0.00012044009592644001
338.0160666215046	0.00014698800856694533
339.01611415588775	0.0001735359212074506
340.01616169027085	0.00014106915681132555
341.016209224654	8.041917744712083e-05
342.0162567590372	1.9769198082916128e-05
343.0163042934203	2.5411740127032647e-05
344.0163518278035	6.312884584292151e-05
345.01639936218663	0.00010084595155881037
