#easy_tsv
#k: 0.032 
#R: 3400.0 
#displacement [nm] 	 #force [nN] 
0.0	0.00017420154782560573
1.0000475343831496	0.00011104386506759034
2.0000950687662993	4.788618230957495e-05
3.0001426031494494	-1.5271500448440467e-05
4.0001901375325986	2.3645857023076175e-05
5.000237671915748	6.285601352901056e-05
6.000285206298899	0.000102066170034945
7.0003327406820475	1.2318340890717894e-05
8.000380275065197	-7.817144035115342e-05
9.000427809448347	-0.00016866122159302474
10.000475343831496	-0.00020417180229555438
11.000522878214646	-0.00023920653477717775
12.000570412597797	-0.00027424126725880113
13.000617946980945	-9.719358003536016e-05
14.000665481364095	8.230863634194341e-05
15.000713015747243	0.0002618108527192467
16.000760550130394	0.00013574728228804756
17.000808084513544	5.250314490579934e-06
18.000855618896693	-0.00012524665330688727
19.000903153279843	-7.766831455468178e-05
20.000950687662993	-2.6980559071045768e-05
21.000998222046142	2.370719641259039e-05
22.001045756429292	2.9681232948291485e-05
23.00109329081244	3.474172743391301e-05
24.001140825195595	3.980222191953454e-05
25.00118835957874	-5.156906353620717e-06
26.00123589396189	-5.128739233117124e-05
27.00128342834504	-9.74178783087216e-05
28.00133096272819	-0.00012817960117611122
29.00137849711134	-0.00015853524206512734
30.001426031494486	-0.00018889088295414344
31.001473565877642	-0.00013763947959248072
32.00152110026079	-8.398516994949763e-05
33.00156863464394	-3.0330860306514524e-05
34.00161616902709	-5.277267851088904e-05
35.00166370341024	-7.7686477481271e-05
36.00171123779339	-0.00010260027645165295
37.00175877217654	-9.632102511150264e-05
38.001806306559686	-8.893307546860673e-05
39.001853840942836	-8.154512582571086e-05
40.001901375325986	-4.82651471814324e-05
41.00194890970914	-1.3985233041450506e-05
42.001996444092285	2.0294681098531167e-05
43.002043978475434	7.484079850299652e-05
44.002091512858584	0.00013023230193961156
45.002139047241734	0.00018562380537622697
46.00218658162488	0.0001500447203502306
47.00223411600803	0.00011038767640220334
48.00228165039119	7.07306324541758e-05
49.00232918477433	5.869430733463812e-05
50.00237671915748	4.798264509779088e-05
51.00242425354063	3.7270982860943634e-05
52.00247178792378	1.4839073379443414e-05
53.00251932230693	-8.19185404170247e-06
54.00256685669008	-3.122278146284835e-05
55.00261439107323	-4.1710903769606576e-05
56.00266192545638	-5.1518211311906406e-05
57.00270945983953	-6.132551885420615e-05
58.00275699422268	-5.972769064238289e-05
59.002804528605836	-5.747443072350674e-05
60.00285206298897	-5.5221170804630624e-05
61.00289959737213	-6.169831504857871e-05
62.002947131755285	-6.870518775215437e-05
63.00299466613842	-7.571206045572992e-05
64.00304220052158	-8.220271190027855e-05
65.00308973490473	-8.866037475789745e-05
66.00313726928788	-9.511803761551627e-05
67.00318480367103	-6.343720699663573e-05
68.00323233805418	-2.919532471044711e-05
69.00327987243732	5.046557575741053e-06
70.00332740682047	2.5067301695802715e-05
71.00337494120362	4.408661268186566e-05
72.00342247558677	6.310592366792886e-05
73.00347000996993	5.7263210242724364e-05
74.00351754435307	4.958801697813654e-05
75.00356507873623	4.191282371354862e-05
76.00361261311937	3.2192481141461125e-05
77.00366014750252	2.2314634307564695e-05
78.00370768188567	1.2436787473668134e-05
79.00375521626883	1.1543754351598715e-05
80.00380275065197	1.1372575673044623e-05
81.00385028503513	1.120139699449053e-05
82.00389781941828	1.1192117538651911e-05
83.00394535380141	1.1196387474940777e-05
84.00399288818457	1.1200657411229646e-05
85.00404042256771	2.5798506965629266e-05
86.00408795695087	4.166687034245205e-05
87.00413549133403	5.7535233719274834e-05
88.00418302571717	6.842575326319455e-05
89.00423056010032	7.886602537720468e-05
90.00427809448347	8.930629749121481e-05
91.00432562886661	9.561006022545119e-05
92.00437316324977	0.00010152556182820847
93.00442069763292	0.00010744106343096575
94.00446823201607	5.876658511693399e-05
95.00451576639922	4.78076564314069e-06
96.00456330078238	-4.920505383065264e-05
97.00461083516551	-2.5103585704852186e-05
98.00465836954866	6.865171090121172e-06
99.00470590393181	3.883392788509411e-05
100.00475343831496	1.4081516326573456e-05
101.00480097269812	-1.6582744910869043e-05
102.00484850708126	-4.724700614831113e-05
103.00489604146442	9.919232147835553e-06
104.00494357584756	7.654702247672117e-05
105.0049911102307	0.0001431748128056059
106.00503864461386	8.927548937898299e-05
107.00508617899702	2.1968008217367237e-05
108.00513371338016	-4.53394729442476e-05
109.00518124776332	-1.8675942931014997e-05
110.00522878214646	1.8774453358720275e-05
111.00527631652962	5.622484964845605e-05
112.00532385091276	7.283644066007788e-05
113.0053713852959	8.698164914574466e-05
114.00541891967906	0.00010112685763141164
115.00546645406222	7.391838986976944e-05
116.00551398844536	4.166708362680734e-05
117.00556152282851	9.41577738384482e-06
118.00560905721167	-4.635969171099549e-05
119.0056565915948	-0.00010508876325134958
120.00570412597794	-0.0001638178347917037
121.00575166036111	-6.720700608183796e-05
122.00579919474426	4.947240454894431e-05
123.0058467291274	0.0001661518151797266
124.00589426351057	0.00010761674752770241
125.00594179789371	2.5804387213130804e-05
126.00598933227684	-5.6007973101440756e-05
127.00603686666001	-7.313431919981318e-05
128.00608440104315	-8.142889407772262e-05
129.0061319354263	-8.972346895563207e-05
130.00617946980947	-6.453844357975885e-05
131.0062270041926	-3.465825227496907e-05
132.00627453857575	-4.778060970179286e-06
133.0063220729589	4.7688766615174744e-05
134.00636960734207	0.00010340740431185874
135.0064171417252	0.00015912604200854274
136.00646467610835	0.00013937458333903858
137.0065122104915	0.0001084742321898212
138.00655974487464	7.757388104060378e-05
139.00660727925782	8.946342046547367e-05
140.00665481364095	0.00010783589035163796
141.0067023480241	0.00012620836023780228
142.00674988240723	7.119024678533575e-05
143.00679741679042	4.77374861257235e-06
144.00684495117355	-6.16427495601893e-05
145.00689248555668	-7.417665685800752e-05
146.00694001993986	-7.813559983867427e-05
147.006987554323	-8.209454281934093e-05
148.00703508870615	-2.1514631690925863e-05
149.0070826230893	4.958495191582037e-05
150.00713015747246	0.00012068453552256471
151.0071776918556	9.158447061672228e-05
152.00722522623875	4.5763177629853645e-05
153.0072727606219	-5.81153570137768e-08
154.00732029500503	-3.0425507798155803e-05
155.00736782938822	-5.8153579470225395e-05
156.00741536377134	-8.588165114229427e-05
157.0074628981545	-9.22234083046441e-05
158.00751043253766	-9.48285365770367e-05
159.00755796692079	-9.743366484942925e-05
160.00760550130394	-7.870268928563402e-05
161.0076530356871	-5.6159358575004963e-05
162.00770057007026	-3.3616027864376515e-05
163.00774810445338	-2.1461612483630196e-05
164.00779563883657	-1.1204920706960428e-05
165.0078431732197	-9.482289302909321e-07
166.00789070760283	1.2181185878259413e-05
167.00793824198598	2.584688739811055e-05
168.00798577636914	3.951258891796205e-05
169.0080333107523	2.7775550122115556e-05
170.00808084513542	1.1193600523687777e-05
171.0081283795186	-5.38834907474044e-06
172.00817591390174	1.5731656970762675e-05
173.00822344828487	4.419574577366404e-05
174.00827098266805	7.265983457656615e-05
175.00831851705118	1.3406003887726492e-05
176.00836605143434	-6.329406727523057e-05
177.0084135858175	-0.00013999413843818968
178.00846112020065	-9.24392093782039e-05
179.00850865458378	-1.9658579451494352e-05
180.00855618896693	5.312205047521713e-05
181.0086037233501	3.151733878617747e-05
182.00865125773322	-9.641125537817802e-06
183.0086987921164	-5.079958986181416e-05
184.00874632649953	3.944859106636698e-06
185.0087938608827	7.895857707387192e-05
186.00884139526585	0.00015397229504110908
187.00888892964898	0.00014678322380057683
188.00893646403213	0.00012187422080953168
189.0089839984153	9.696521781848583e-05
190.00903153279845	7.857186685881653e-05
191.00907906718157	6.161068676282975e-05
192.00912660156476	4.4649506666842534e-05
193.0091741359479	3.4285055612682734e-05
194.00922167033102	2.5398769538154777e-05
195.00926920471417	1.651248346362682e-05
196.00931673909733	-5.171592600608302e-06
197.0093642734805	-2.9778379404567678e-05
198.00941180786361	-5.4385166208527046e-05
199.0094593422468	-6.487592262670032e-05
200.00950687662993	-7.208177572867813e-05
201.00955441101308	-7.928762883065592e-05
202.00960194539624	-3.644646866812542e-05
203.00964947977937	1.825928899696615e-05
204.00969701416253	7.296504666205773e-05
205.00974454854568	7.967021792661707e-05
206.00979208292884	7.478508307342003e-05
207.00983961731197	6.989994822022299e-05
208.00988715169512	3.131825049363267e-05
209.00993468607828	-1.554895311577426e-05
210.0099822204614	-6.241615672518119e-05
211.0100297548446	-5.1908539846008e-05
212.01007728922772	-2.7037626838735627e-05
213.01012482361088	-2.1667138314632536e-06
214.01017235799404	1.9793143636246294e-05
