#easy_tsv
#k: 0.03 
#R: 3400.0 
#displacement [nm] 	 #force [nN] 
0.0	-0.00016070991658171668
1.0000475343831496	-0.00011413340558594508
2.0000950687662993	-6.755689459017347e-05
3.0001426031494494	-2.098038359440186e-05
4.0001901375325986	2.9735436083196625e-05
5.000237671915748	8.046312923723432e-05
6.000285206298899	0.00013119082239127205
7.0003327406820475	9.964257690407763e-05
8.000380275065197	6.762096169919771e-05
9.000427809448347	3.559934649431781e-05
10.000475343831496	3.447191346072761e-05
11.000522878214646	3.361187139460052e-05
12.000570412597797	3.275182932847343e-05
13.000617946980945	6.497746704386177e-05
14.000665481364095	9.75860208242027e-05
15.000713015747243	0.0001301945746045436
16.000760550130394	5.8908478710383046e-05
17.000808084513544	-1.3885005399739614e-05
18.000855618896693	-8.667848950986206e-05
19.000903153279843	-3.551276454323495e-05
20.000950687662993	1.781744266512628e-05
21.000998222046142	7.11476498734877e-05
22.001045756429292	3.881628790035302e-05
23.00109329081244	4.734781958781645e-06
24.001140825195595	-2.9346723982789738e-05
25.00118835957874	-5.931246516364576e-05
26.00123589396189	-8.918182351520323e-05
27.00128342834504	-0.00011905118186676059
28.00133096272819	-8.797869811459839e-05
29.00137849711134	-5.529597522804317e-05
30.001426031494486	-2.261325234148795e-05
31.001473565877642	-1.7883901022007745e-05
32.00152110026079	-1.3977632228544413e-05
33.00156863464394	-1.0071363435081079e-05
34.00161616902709	1.913326148212653e-05
35.00166370341024	4.915970285069071e-05
36.00171123779339	7.918614421925489e-05
37.00175877217654	6.166665169233497e-05
38.001806306559686	4.245722837353665e-05
39.001853840942836	2.3247805054738452e-05
40.001901375325986	1.5536136783509695e-05
41.00194890970914	8.268505300295908e-06
42.001996444092285	1.00087381708217e-06
43.002043978475434	5.622744999095004e-05
44.002091512858584	0.00011406091456685744
45.002139047241734	0.00017189437914276522
46.00218658162488	0.00014250891471825642
47.00223411600803	0.00010921366784979414
48.00228165039119	7.591842098133169e-05
49.00232918477433	5.0864079715639755e-05
50.00237671915748	2.6204964288910625e-05
51.00242425354063	1.5458488621814936e-06
52.00247178792378	-4.896120424324429e-05
53.00251932230693	-0.00010078933684888676
54.00256685669008	-0.00015261746945452925
55.00261439107323	-0.00012547661489042147
56.00266192545638	-9.404937845964271e-05
57.00270945983953	-6.262214202886414e-05
58.00275699422268	-6.149857589048944e-05
59.002804528605836	-6.21165047047318e-05
60.00285206298897	-6.273443351897414e-05
61.00289959737213	-0.00010744169139880022
62.002947131755285	-0.00015482412581528386
63.00299466613842	-0.00020220656023176684
64.00304220052158	-0.00010868690617826541
65.00308973490473	-6.163049541492095e-06
66.00313726928788	9.636080709527987e-05
67.00318480367103	5.475716716200606e-05
68.00323233805418	3.47516996422459e-06
69.00327987243732	-4.78068272335562e-05
70.00332740682047	-3.824324804065814e-05
71.00337494120362	-2.4395006428827054e-05
72.00342247558677	-1.0546764816995785e-05
73.00347000996993	3.814309400645079e-05
74.00351754435307	8.9400988322729e-05
75.00356507873623	0.00014065888263900788
76.00361261311937	0.00011731750918387101
77.00366014750252	8.823097934394248e-05
78.00370768188567	5.914444950401355e-05
79.00375521626883	6.389616150634804e-05
80.00380275065197	7.136649250491495e-05
81.00385028503513	7.883682350348199e-05
82.00389781941828	1.6398510183403283e-05
83.00394535380141	-5.189047751970628e-05
84.00399288818457	-0.00012017946522281675
85.00404042256771	-9.971877957865308e-05
86.00408795695087	-7.15315669497526e-05
87.00413549133403	-4.3344354320852115e-05
88.00418302571717	-7.976990339371376e-06
89.00423056010032	2.803982043099733e-05
90.00427809448347	6.405663120136603e-05
91.00432562886661	8.330010394281088e-05
92.00437316324977	0.00010096919727304604
93.00442069763292	0.00011863829060328122
94.00446823201607	8.720547453899996e-05
95.00451576639922	5.099528004762466e-05
96.00456330078238	1.478508555624934e-05
97.00461083516551	-1.0727064927514319e-05
98.00465836954866	-3.5161388238756205e-05
99.00470590393181	-5.959571154999778e-05
100.00475343831496	3.867624770399894e-05
101.00480097269812	0.00014973745510366278
102.00484850708126	0.00026079866250332517
103.00489604146442	0.00019184309430720912
104.00494357584756	0.00010349519545021612
105.0049911102307	1.5147296593224282e-05
106.00503864461386	2.0422983720121192e-05
107.00508617899702	3.6113919080159205e-05
108.00513371338016	5.180485444019701e-05
109.00518124776332	1.0550466973580815e-05
110.00522878214646	-3.7240634046754894e-05
111.00527631652962	-8.503173506709123e-05
112.00532385091276	-9.248827724083009e-05
113.0053713852959	-9.517101161687206e-05
114.00541891967906	-9.785374599291405e-05
115.00546645406222	-8.90708838910615e-05
116.00551398844536	-7.88898594883718e-05
117.00556152282851	-6.870883508568197e-05
118.00560905721167	-2.9530892426797564e-05
119.0056565915948	1.3287790572695025e-05
120.00570412597794	5.6106473572187624e-05
121.00575166036111	4.1117403053129764e-05
122.00579919474426	1.866006690957639e-05
123.0058467291274	-3.79726923397699e-06
124.00589426351057	-1.6560815403388396e-05
125.00594179789371	-2.8036538851476237e-05
126.00598933227684	-3.951226229956408e-05
127.00603686666001	-2.22063660601258e-05
128.00608440104315	-9.708308791851224e-07
129.0061319354263	2.0264704301755552e-05
130.00617946980947	-2.3770961713810646e-05
131.0062270041926	-7.696023522989285e-05
132.00627453857575	-0.00013014950874597507
133.0063220729589	-0.00011359714838986607
134.00636960734207	-8.700404768670893e-05
135.0064171417252	-6.041094698355179e-05
136.00646467610835	-4.7673625370683856e-05
137.0065122104915	-3.6983162033321454e-05
138.00655974487464	-2.6292698695959062e-05
139.00660727925782	-9.437399244840199e-06
140.00665481364095	8.3519106301086e-06
141.0067023480241	2.61412205050574e-05
142.00674988240723	-1.0620862328871372e-05
143.00679741679042	-5.585539125652777e-05
144.00684495117355	-0.000101089920184183
145.00689248555668	-0.00010600909619800524
146.00694001993986	-0.0001045124205043282
147.006987554323	-0.0001030157448106512
148.00703508870615	-9.227494340922348e-05
149.0070826230893	-8.002737254099207e-05
150.00713015747246	-6.777980167276099e-05
151.0071776918556	-6.1649227610503e-05
152.00722522623875	-5.653945252590528e-05
153.0072727606219	-5.142967744130767e-05
154.00732029500503	-2.0473241907510057e-05
155.00736782938822	1.4897459625536444e-05
156.00741536377134	5.026816115858201e-05
157.0074628981545	3.7044475005532086e-05
158.00751043253766	1.5330350126579107e-05
159.00755796692079	-6.383774752373295e-06
160.00760550130394	-6.253628521253466e-05
161.0076530356871	-0.00012484227887315285
162.00770057007026	-0.0001871482725337694
163.00774810445338	-0.00016613937646722964
164.00779563883657	-0.00012991150635134757
165.0078431732197	-9.368363623546644e-05
166.00789070760283	-6.293806506118302e-05
167.00793824198598	-3.3215942384067164e-05
168.00798577636914	-3.4938197069505302e-06
169.0080333107523	6.520321180684804e-06
170.00808084513542	1.2775678067763888e-05
171.0081283795186	1.9031034954843132e-05
172.00817591390174	9.8392064849934e-06
173.00822344828487	-2.3616279022567346e-06
174.00827098266805	-1.4562462289507192e-05
175.00831851705118	-2.8676898345200876e-05
176.00836605143434	-4.317193114866035e-05
177.0084135858175	-5.766696395212022e-05
178.00846112020065	-0.00010162281093013614
179.00850865458378	-0.00015155966216813413
180.00855618896693	-0.0002014965134061335
181.0086037233501	-0.00017584548471396912
182.00865125773322	-0.00013453496185615037
183.0086987921164	-9.322443899833057e-05
184.00874632649953	-8.603273737549025e-05
185.0087938608827	-8.605211560195926e-05
186.00884139526585	-8.607149382842826e-05
187.00888892964898	-2.833495893205834e-05
188.00893646403213	4.185165033026207e-05
189.0089839984153	0.00011203825959258435
190.00903153279845	9.258972840665539e-05
191.00907906718157	5.3438973115771115e-05
192.00912660156476	1.4288217824885817e-05
193.0091741359479	-1.6215563584568757e-05
194.00922167033102	-4.478177049455885e-05
195.00926920471417	-7.334797740454894e-05
196.00931673909733	-0.00010662322473031751
197.0093642734805	-0.00014097390484628267
198.00941180786361	-0.00017532458496224783
